hebrew_day,hebrew_month,popular_name,full_name,years,quote,stream,role,image_url,sources,importance_score,biography,story,torah
9,תשרי,"הרב חכם יחיא בדיחי זצ""ל","חכם מארי יחיא בן שוכר בדיחי (ה'תקס""ג, 1803  ט""ז בתשרי ה'תרמ""ח 1887)",,,,,2944206192510478.jpg,Facebook group archive,5,,,
9,תשרי,"רבי שמואל מסקאהל. זצ""ל",רבי שמואל מסקאהל.,,,,,2944206192510478.jpg,Facebook group archive,5,,,
9,תשרי,"הרב ר' משה בן מרדכי זכות (ידוע בכינויו הרמ""ז) זצ""ל","ר' משה בן מרדכי זַכּוּת (ידוע בכינויו הרמ""ז) (אמסטרדם, שפ""ה 1625?  מנטובה, ט""ז בתשרי ה'תנ""ח 1697)",,,,,2944206192510478.jpg,Facebook group archive,5,,,
9,תשרי,"הרב חכם כליפה אלמליח זצ""ל",חכם כליפה אלמליח,,,,,2944206192510478.jpg,Facebook group archive,5,,,
9,תשרי,"רבי נפתלי הירצקא מראצפערט זצ""ל","הרה""ק רַבִּי נַפְתָּלִי הִירְצְקָא בהג""ר יַעֲקֹב פֶּרֶץ זִילְבֶּרְמַאן מֵרַאצְפֶערְט.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"רבי נפתלי הירצקא מראצפערט נִפְטַר בִּשְׁנַת תרנ""ח. הוא התאפיין בעבודת אלוקים קשה — יָשַׁב בְּתַעֲנִית מִשַּׁבָּת לְשַׁבָּת וְלֹא אָכַל כְּלוּם מִסְּעוּדָה שְׁלִישִׁית עַד לַשַּׁבָּת הַבָּאָה. כְּשֶׁהִשְׁלִים תַּעֲנִיתוֹ בְּשַׁבָּת, לֹא הָיָה אוֹכֵל חַלָּה מִיָּד. בְּמָקוֹם זֹאת, לָקַח שְׁנֵי תַּפּוּחֵי אֲדָמָה וְטִבְּלָם בְּטַבָּק, בִּכְדֵי שֶׁלֹּא יֹאכְלֵם בְּתֵאָבוֹן גָּדוֹל.",,
9,תשרי,"הרב הגרי""ז זצ""ל","הגה""ק רַבִּי יִצְחָק זְאֵב בהג""ר חַיִּים סוֹלוֹבֵייצִ'יק – הַגְּרִי""ז מִבְּרִיסְק.",,,,,,לוח צדיקים (רב ישראל יעקב פרבר),5,"הרב הגרי""ז נִפְטַר בִּשְׁנַת תש""כ. הוא היה בעל חִדּוּשִׁים בתורה. מִשְׁנַת חַיָּיו, דִּבֵּר בְּחִזּוּק הַתּוֹרָה וְהַמִּצְוֹת. הוא הִדְגִּישׁ שֶׁאֵין עַל הָאָדָם לִנְהוֹל אֶת עִסְקֵי הַקָּדוֹשׁ בָּרוּךְ הוּא, וְלִבְצוֹר פְּשָׁרוֹת בַּתּוֹרָה אַף בִּשְׁעַת צָרָה. כִּי חוֹבַת כָּל אִישׁ וְאִשָּׁה היא לִשְׁמוֹר מַה שֶּׁנִּצְטַוִּינוּ בַּתּוֹרָה וּבַשֻּׁלְחָן עָרוּךְ. הַקָּדוֹשׁ בָּרוּךְ הוּא בְּעַצְמוֹ יִשְׁמוֹ",,
10,תשרי,"הרב חכם יצחק צאלח מכמל זצ""ל",חכם יצחק צאלח מכמל,,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם משה בארקי זצ""ל",חכם משה בארקי,,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם מנצור מרזוק זצ""ל","חכם מנצור מרזוק,",,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם שלמה אוליוירה זצ""ל",חכם שלמה אוליוירה,,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"רבי ישעיה נפתלי הירץ שפירא (ה'תקצ""ח  ד' בסיון ה'תרמ""ה) זצ""ל","רבי ישעיה נפתלי הירץ שפירא (ה'תקצ""ח  ד' בסיון ה'תרמ""ה)",,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"רבי צבי מוולברוז' זצ""ל",רבי צבי מוולברוז',,,,,2849181235346308.jpg,Facebook group archive,5,,,
10,תשרי,"רבי משה קורדובירו זצ""ל","רבי משה קוֹרְדוֹבֵירוֹ (רמ""ק; ה'רפ""ב, 1522  כ""ג בתמוז ה'ש""ל, 1570)",,,,,2884925195105245.jpg,Facebook group archive,5,,,
10,תשרי,"הרב מחשובי מקובלי צפת במאה ה16, מחבר ספרי קבלה ורבו של האר""י זצ""ל","מחשובי מקובלי צפת במאה ה16, מחבר ספרי קבלה ורבו של האר""י",,,מקובלים,ראש ישיבה,2884925195105245.jpg,Facebook group archive,5,"הרב מוסס מקובלי צפת בן המאה ה-16, נולד בשנת 1522 לרבי יעקב. משפחתו מקורה בקורדובה בספרד. גדל בצפת ולמד תלמוד והלכה אצל רבי יוסף קארו. התחתן עם אחותו של רבי שלמה אלקבץ ובגיל עשרים החל בלימוד קבלה אצל גיסו. שירת כראש ישיבה בצפת, בין תלמידיו היו רבי חיים ויטאל ורבי אליהו די וידאש. כשהגיע האר""י לצפת היה רבו למשך זמן קצר עד פטירתו בשנת 1570. יצר כמה ספרים בקבלה, בהם ""פרדס רימונים"", ""אור יקר"" ו""תומר דבורה"". קבלתו נחשבת לעולם התוהו, בניגוד לקבלת האר""י.",,
10,תשרי,"רבי יחזקאל קצינאלפוגין (או: קצנלבוגן; בריסק, כסלו  ה'תכ""ח, אלטונה, כ""ג בתמוז  ה'תק""ט) זצ""ל","רבי יחזקאל קצינאלפוגין (או: קצנלבוגן; בריסק, כסלו  ה'תכ""ח, אלטונה, כ""ג בתמוז  ה'תק""ט)",,,,,2884925195105245.jpg,Facebook group archive,5,,,
10,תשרי,"רבי גדליהו אהרן קניג זצ""ל","רבי גדליהו אהרן קניג (ביידיש קעניג; כ""ז בניסן ה'תרפ""א 1921  כ""ג בתמוז ה'תש""ם 1980)",,,,,2884925195105245.jpg,Facebook group archive,5,,,
10,תשרי,"רבי אריה לייב מוואלטשיסק (נפטר בכ""ג בתמוז תקע""ג) זצ""ל","רבי אריה לייב מוואלטשיסק (נפטר בכ""ג בתמוז תקע""ג)",,,,,2884925195105245.jpg,Facebook group archive,5,,,
10,תשרי,"רבי יעקב יוסף ספרד זצ""ל","חכם יוסף משה עדס נולד לאימו חיה אסתר ולאביו חכם יעקב חי עדס בשנת תרפ""ד (1923) בירושלים.",,,ספרדי,מקובל,2884925195105245.jpg,Facebook group archive,5,"רבי יעקב יוסף ספרד גדל בתורה וביראה על ברכי סבו חכם עזרא הררי רפול, מחבר ספר 'הכין עזרא', ועל ברכי אביו חכם יעקב חי עדס, ראש אבות בתי הדין בירושלים. למד בישיבת 'פורת יוסף' אצל גדולי הדור. הוסמך לשחיטה בתשי""ד, לתורנות בתשי""ז ולדיינות בתשי""ח.

בשנת תשי""א נשא את מרת רחל בת חכם אהרן אבוטבול. החל ללמד בישיבת 'פורת יוסף' וגם בקהילות שונות בירושלים. בשנת תשכ""ז החל שיעור קבוע ליד הכותל המערבי. ייסד בשנת תשל""ב את ישיבת 'יום השישי' ותמך בה כלכלית. עסק בצדקה, בתורת הקבלה וביטהור הנפטרים. נפטר בחול המועד סוכות תשנ""ג. ספרו 'אמרי יוסף' פורסם בתש",,
10,תשרי,"הרב חכם יוסף חיים ילוז זצ""ל",חכם יוסף חיים ילוז,,,,,2884925195105245.jpg,Facebook group archive,5,,,
10,תשרי,"רבי דוד מרדכי מטאלנא זצ""ל","הרה""ק רַבִּי דָּוִד מָרְדְּכַי בהרה""ק ר' מְנַחֵם נַחוּם מִטָּאלְנָא.",,,חסידי,אדמו״ר,2885541758376922.jpg,Facebook group archive,5,"רבי דוד מרדכי מטאלנא נולד בשנת תרצ""א ונפטר בשנת תשי""ז. בשנת תרע""ג עזב את אוקראינה והגיע לארצות הברית, והתיישב בניו יורק. שם כיהן כאדמו""ר בהוראת אביו, והיה הרבי הראשון מסוגו בארצות הברית. הקים בית מדרש שהפך למקום מחסה לרבים מאנשים שבורי לב ודכאי רוח, שבאו להיוועץ אצלו ולקבל ברכה מידו.",,
10,תשרי,"הרב כמוס פלאח (1866, ה'תרכ""ו זצ""ל","הרב כמוס פלאח (1866, ה'תרכ""ו",,,,,2885541758376922.jpg,Facebook group archive,5,"הרב כמוס פלאח נולד בשנת תרכ""ו (1866). היה זה צדיק וגדול תורה בדור דלא, אשר העניק לתלמידיו הנחיות רוחניות מעמיקות. הרב פעל בעירו במשך עשרות שנים, וזכה לכבוד רב מקהילתו וממנהיגות היהודית. נפטר בכ""ד בתמוז בשנת תש""א (1941), והשאיר מורשת של קדושה ותורה שהשפיעה על דורות לאחריו. זכרו יהיה לברכה.",,
10,תשרי,"רבי יצחק יואל מליניץ' זצ""ל",רבי יצחק יואל מליניץ',,,,,2885541758376922.jpg,Facebook group archive,5,,,
10,תשרי,"הרב משה חיים שמרלר זצ""ל","הרב משה חיים שמרלר (כ""ט באב תרפ""ז 1927 – כ""ד בתמוז תשע""ז 2017)",,,,,2885541758376922.jpg,Facebook group archive,5,,,
10,תשרי,"רבי איציק'ל מפשעווארסק זצ""ל","הרה""ק רַבִּי מֹשֶׁה יִצְחָק בהרה""ק ר' נַפְתָּלִי אֱלִימֶלֶךְ גֶעוִוירְצְמַן מִפְּשֶׁעוָוארְסְק.",,,,,2885541758376922.jpg,Facebook group archive,5,"רבי משה יצחק גווירצמן (רבי איציק'ל מפשעווארסק) נולד בשנת תרמ""ב ונפטר בשנת תשל""ז. למד אצל דודו, הרה""ק משיניאווא, והתפרסם מנעוריו כעילוי בתורה. לאחר שנצח גאון בוויכוח, החליט להסתיר את ידיעותיו בתורה ולא להפיצן בציבור. בתקופת מלחמת העולם הראשונה עברו לפשעווארסק, שם הנהיג עדה. במהלך השואה איבד קרובים ויגלה לסיביר. לאחר המלחמה עבר לפאריז, ומשנת תשי""ז הנהיג את קהילתו באנטוורפן.",,
10,תשרי,"הרב קלונימוס קלמן ובר זצ""ל",הרב קלונימוס קלמן ובר (1871,,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב נית בת שבע אסתר קניבסקי זצ""ל","הרבנית בת שבע אסתר קַנִיֶּבְסְקִי (כ""ד בשבט תרצ""ב 1932 – י""ז בתשרי תשע""ב 2011)",,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב יעקב קופשטיין זצ""ל","הרב יעקב קופשטיין (נפטר בי""ז תשרי תרצ""ג, 1933)",,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"רבי ידידיה טיאה וייל זצ""ל","רבי ידידיה טיאה וַיְיל ( י' בתשרי ה'תפ""ב 1721 – י""ז בתשרי ה'תקס""ו 1805)",,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב משה רוזין זצ""ל","הרב משה רוזין (תרל""א, 1871  י""ז בתשרי תשי""ח, 1957)",,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב אברהם הכהן (נולד אחרי ה'תרנ""ב  נפטר בי""ז תשרי ה'תשי""ד) זצ""ל","הרב אברהם הכהן (נולד אחרי ה'תרנ""ב  נפטר בי""ז תשרי ה'תשי""ד)",,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם פרג' חיים יהודה זצ""ל",חכם פרג' חיים יהודה,,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם יצחק אליהו לניאדו זצ""ל",חכם יצחק אליהו לניאדו,,,,,2944230989174665.jpg,Facebook group archive,5,,,
10,תשרי,"רבי משה משולם בן שמשון איגרא זצ""ל",רבי משה משולם בן שמשון איגרא,,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"הרב מהעיר טיסמניץ (תקי""בי""ח בתשרי תקס""ב) היה רב, פוסק, ומגאוני דורו בגליציה. זצ""ל","מהעיר טיסמניץ (תקי""בי""ח בתשרי תקס""ב) היה רב, פוסק, ומגאוני דורו בגליציה.",,,,פוסק,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"רבי אברהם פינטו זצ""ל","רבי אברהם פינטו (ה'ת""ק 1740 – ה'תקס""ה 1804)",,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"רבי נחמן מברסלב זצ""ל","רבי נחמן מברסלב (א' בניסן ה'תקל""ב 1772 – י""ח בתשרי ה'תקע""א 1810)",,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"רבי בצלאל רנשבורג זצ""ל","רבי בְּצַלְאֵל רנשבורג (תקכ""ב, 1762  י""ח בתשרי תקפ""א 1820)",,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"רבי נפתלי בן רבי יהודה הורוביץ, האדמו""ר השלישי ממעליץ (נולד ד'טבת ה'תר""ה) זצ""ל","רבי נפתלי בן רבי יהודה הורוביץ, האדמו""ר השלישי ממעליץ (נולד ד'טבת ה'תר""ה)",,,חסידי,אדמו״ר,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"הרב עזריאל זליג סלונים זצ""ל","הרב עזריאל זליג סלונים (י""ג בסיוון תרנ""ז 1897  י""ח בתשרי תשל""ב 1971)",,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"הרב בן ציון הלוי במברגר זצ""ל","הרב בן ציון הלוי במברגר (תר""פ  תשמ""א 1980)",,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"הרב חכם שלום דניאל יהודה כהן זצ""ל",חכם שלום דניאל יהודה כהן,,,,,2944660379131726.jpg,Facebook group archive,5,,,
10,תשרי,"רבי אליהו בן שלמה זלמן זצ""ל","רבי אליהו בן שלמה זלמן (ט""ו בניסן ה'ת""פ 1720 – י""ט בתשרי ה'תקנ""ח 1797)",,,,,,Facebook group archive,5,,,
10,תשרי,"הרב י""ט בתשרי זצ""ל","רבי יעקב יצחק רבינוביץ' (ה'תקכ""ו – י""ט בתשרי ה'תקע""ד; 1766",,,,,3232984260299335.jpg,Facebook group archive,5,"רבי יעקב יצחק רבינוביץ' (1766–1813), המכונה ""היהודי הקדוש"", נולד בשנת תקכ""ו ונפטר בי""ט בתשרי ה'תקע""ד.

הגאון רבי אליהו בן שלמה זלמן מווילנא (הגר""א) נפטר בשנת תקנ""ח. היה בעל חידושים עמוקים בתורה וכתב את ספרי ""חידושי הגר""א"" ו""קול אליהו"". 

מסיפורים על גדולתו בלימוד: כאשר שאלו אותו אם מותר להפסיק לימוד לברך על רעמים, השיב שאיזה לימוד הוא אם יכולים לשמוע רעמים באמצעו. גם הדריך את מי שרצה להתענות מדי שבוע לשבוע, שלא לעשות כן, כי סעודת מלווה מלכה חשובה יותר מהתענות.",,
